zip_code,public_transportation_pct,public_transportation_population,minimo,maximo
2124,36.7,9655.0,36.7,9655.0
2132,17.1,2574.0,17.1,2574.0
2143,28.0,5230.0,28.0,5230.0
2150,28.8,5644.0,28.8,5644.0
2155,19.8,6560.0,19.8,6560.0
2169,26.3,8104.0,26.3,8104.0
2189,11.2,874.0,11.2,2189.0
2191,11.2,492.0,11.2,2191.0
2199,22.7,150.0,22.7,2199.0
2043,17.9,1859.0,17.9,2043.0
2048,8.8,1187.0,8.8,2048.0
2050,3.3,443.0,3.3,2050.0
2062,9.1,1424.0,9.1,2062.0
2072,7.5,1125.0,7.5,2072.0
2110,13.6,181.0,13.6,2110.0
2113,25.7,1476.0,25.7,2113.0
2122,36.1,4658.0,36.1,4658.0
2125,35.1,6407.0,35.1,6407.0
2128,57.7,14643.0,57.7,14643.0
2139,30.5,6864.0,30.5,6864.0
2140,41.5,4904.0,41.5,4904.0
2148,31.8,10177.0,31.8,10177.0
2152,20.8,2063.0,20.8,2152.0
2190,7.5,690.0,7.5,2190.0
2302,7.8,1292.0,7.8,2302.0
2324,3.2,459.0,3.2,2324.0
2038,6.8,1158.0,6.8,2038.0
2045,13.8,810.0,13.8,2045.0
2054,2.8,113.0,2.8,2054.0
2067,18.5,1733.0,18.5,2067.0
2108,26.5,613.0,26.5,2108.0
2120,38.1,2619.0,38.1,2619.0
2135,33.3,8601.0,33.3,8601.0
2301,7.3,2007.0,7.3,2301.0
2330,0.6,33.0,0.6,2330.0
2370,5.4,526.0,5.4,2370.0
2421,10.0,881.0,10.0,2421.0
2461,22.0,859.0,22.0,2461.0
2467,12.0,1152.0,12.0,2467.0
2115,28.8,3935.0,28.8,3935.0
2030,8.4,233.0,8.4,2030.0
2081,8.0,783.0,8.0,2081.0
2109,18.3,498.0,18.3,2109.0
2149,22.9,5264.0,22.9,5264.0
2151,28.0,7868.0,28.0,7868.0
2170,28.9,3212.0,28.9,3212.0
2176,21.8,3428.0,21.8,3428.0
2322,7.4,185.0,7.4,2322.0
2338,4.4,190.0,4.4,2338.0
2356,6.6,460.0,6.6,2356.0
2367,4.7,66.0,4.7,2367.0
2379,4.5,157.0,4.5,2379.0
2452,4.4,345.0,4.4,2452.0
2535,5.5,43.0,5.5,2535.0
2542,0.8,3.0,0.8,2542.0
2601,1.5,113.0,1.5,2601.0
2632,1.3,68.0,1.3,2632.0
2558,,,2558.0,2558.0
2474,20.6,3218.0,20.6,3218.0
2482,10.6,516.0,10.6,2482.0
2539,2.6,57.0,2.6,2539.0
2645,0.6,27.0,0.6,2645.0
2916,1.3,63.0,1.3,2916.0
2865,2.1,170.0,2.1,2865.0
2871,2.1,182.0,2.1,2871.0
2911,2.7,214.0,2.7,2911.0
2559,0.9,17.0,0.9,2559.0
2446,32.1,5503.0,32.1,5503.0
2460,12.0,632.0,12.0,2460.0
2462,12.0,93.0,12.0,2462.0
2671,1.0,3.0,1.0,2671.0
2568,6.0,132.0,6.0,2568.0
2571,0.9,42.0,0.9,2571.0
2642,0.9,20.0,0.9,2642.0
2721,2.4,243.0,2.4,2721.0
2726,0.5,41.0,0.5,2726.0
2747,1.5,163.0,1.5,2747.0
2764,0.6,13.0,0.6,2764.0
2771,2.1,171.0,2.1,2771.0
2809,1.3,144.0,1.3,2809.0
2830,1.0,29.0,1.0,2830.0
2839,,,2839.0,2839.0
2875,,,2875.0,2875.0
2021,13.6,1604.0,13.6,2021.0
2056,11.2,540.0,11.2,2056.0
2118,29.0,4262.0,29.0,4262.0
2121,43.1,4972.0,43.1,4972.0
2126,31.9,4454.0,31.9,4454.0
2127,38.4,9222.0,38.4,9222.0
2129,27.0,3033.0,27.0,3033.0
2163,33.7,173.0,33.7,2163.0
2025,20.1,743.0,20.1,2025.0
2114,22.0,1881.0,22.0,2114.0
2119,41.6,5136.0,41.6,5136.0
2130,42.5,9628.0,42.5,9628.0
2131,27.6,4963.0,27.6,4963.0
2134,39.1,4431.0,39.1,4431.0
2136,23.0,3845.0,23.0,3845.0
2138,22.1,4318.0,22.1,4318.0
2142,24.4,398.0,24.4,2142.0
2145,28.9,4473.0,28.9,4473.0
2532,0.1,8.0,0.1,2532.0
2451,8.3,914.0,8.3,2451.0
2458,9.9,676.0,9.9,2458.0
2481,11.8,799.0,11.8,2481.0
2494,11.0,553.0,11.0,2494.0
2171,32.5,3390.0,32.5,3390.0
2180,7.5,907.0,7.5,2180.0
2536,2.3,212.0,2.3,2536.0
2537,1.3,41.0,1.3,2537.0
4061,,,4061.0,4061.0
4037,,,4037.0,4037.0
4051,,,4051.0,4051.0
4072,0.2,21.0,0.2,4072.0
4263,,,4263.0,4263.0
4265,,,4265.0,4265.0
4344,,,4344.0,4344.0
4350,0.6,11.0,0.6,4350.0
4358,0.6,11.0,0.6,4358.0
4408,,,4408.0,4408.0
4416,0.8,20.0,0.8,4416.0
4418,,,4418.0,4418.0
4428,,,4428.0,4428.0
4434,,,4434.0,4434.0
4444,0.4,18.0,0.4,4444.0
4496,,,4496.0,4496.0
2341,5.9,351.0,5.9,2341.0
2343,13.2,707.0,13.2,2343.0
4456,,,4456.0,4456.0
4475,,,4475.0,4475.0
4488,,,4488.0,4488.0
4530,0.2,10.0,0.2,4530.0
4537,,,4537.0,4537.0
4555,,,4555.0,4555.0
4572,0.7,19.0,0.7,4572.0
4606,,,4606.0,4606.0
4612,,,4612.0,4612.0
4614,0.9,12.0,0.9,4614.0
4624,7.1,4.0,4.0,4624.0
4631,,,4631.0,4631.0
4681,0.9,4.0,0.9,4681.0
4693,1.1,2.0,1.1,4693.0
4635,,,4635.0,4635.0
4649,,,4649.0,4649.0
4743,,,4743.0,4743.0
4750,,,4750.0,4750.0
4760,,,4760.0,4760.0
4766,,,4766.0,4766.0
4776,,,4776.0,4776.0
4841,,,4841.0,4841.0
4847,,,4847.0,4847.0
4912,,,4912.0,4912.0
4915,0.2,7.0,0.2,4915.0
4925,,,4925.0,4925.0
4937,,,4937.0,4937.0
4949,,,4949.0,4949.0
4962,,,4962.0,4962.0
4965,,,4965.0,4965.0
4974,,,4974.0,4974.0
4985,,,4985.0,4985.0
4010,,,4010.0,4010.0
4011,0.1,11.0,0.1,4011.0
4043,0.4,20.0,0.4,4043.0
4073,0.9,66.0,0.9,4073.0
4083,1.4,30.0,1.4,4083.0
4086,,,4086.0,4086.0
4092,3.6,337.0,3.6,4092.0
4226,,,4226.0,4226.0
4258,,,4258.0,4258.0
4268,,,4268.0,4268.0
4095,,,4095.0,4095.0
4108,27.2,128.0,27.2,4108.0
4224,,,4224.0,4224.0
4275,,,4275.0,4275.0
4287,,,4287.0,4287.0
4349,,,4349.0,4349.0
4353,,,4353.0,4353.0
4901,0.2,23.0,0.2,4901.0
4928,,,4928.0,4928.0
4843,,,4843.0,4843.0
4860,,,4860.0,4860.0
4864,,,4864.0,4864.0
4964,,,4964.0,4964.0
4734,,,4734.0,4734.0
4855,,,4855.0,4855.0
4938,,,4938.0,4938.0
4953,,,4953.0,4953.0
4955,,,4955.0,4955.0
4982,,,4982.0,4982.0
4988,,,4988.0,4988.0
4989,0.9,19.0,0.9,4989.0
4355,,,4355.0,4355.0
4424,,,4424.0,4424.0
4431,,,4431.0,4431.0
4448,,,4448.0,4448.0
4451,12.5,9.0,9.0,4451.0
4455,,,4455.0,4455.0
4923,,,4923.0,4923.0
4924,,,4924.0,4924.0
4929,,,4929.0,4929.0
4943,,,4943.0,4943.0
4956,,,4956.0,4956.0
4976,,,4976.0,4976.0
4984,,,4984.0,4984.0
4046,1.2,51.0,1.2,4046.0
4002,1.2,42.0,1.2,4002.0
4017,10.9,22.0,10.9,4017.0
4042,,,4042.0,4042.0
4047,0.1,1.0,0.1,4047.0
4050,12.8,14.0,12.8,4050.0
4055,,,4055.0,4055.0
4062,,,4062.0,4062.0
4074,0.6,65.0,0.6,4074.0
4102,2.8,293.0,2.8,4102.0
4103,1.4,236.0,1.4,4103.0
4221,,,4221.0,4221.0
4106,2.1,300.0,2.1,4106.0
4107,0.5,22.0,0.5,4107.0
4210,0.2,26.0,0.2,4210.0
4231,5.0,7.0,5.0,4231.0
4281,,,4281.0,4281.0
4292,,,4292.0,4292.0
4352,,,4352.0,4352.0
4354,,,4354.0,4354.0
4421,,,4421.0,4421.0
4430,,,4430.0,4430.0
4442,,,4442.0,4442.0
4450,2.5,14.0,2.5,4450.0
4462,,,4462.0,4462.0
4463,0.6,6.0,0.6,4463.0
4468,0.9,41.0,0.9,4468.0
4562,0.3,3.0,0.3,4562.0
4487,,,4487.0,4487.0
4547,1.0,5.0,1.0,4547.0
4556,,,4556.0,4556.0
4564,,,4564.0,4564.0
4576,0.8,2.0,0.8,4576.0
4613,,,4613.0,4613.0
4616,,,4616.0,4616.0
4617,,,4617.0,4617.0
4626,,,4626.0,4626.0
4628,,,4628.0,4628.0
4640,1.1,11.0,1.1,4640.0
4657,,,4657.0,4657.0
4664,3.1,15.0,3.1,4664.0
4676,0.2,1.0,0.2,4676.0
4730,,,4730.0,4730.0
4762,,,4762.0,4762.0
4763,,,4763.0,4763.0
4856,0.9,15.0,0.9,4856.0
4773,,,4773.0,4773.0
4853,2.0,6.0,2.0,4853.0
4920,,,4920.0,4920.0
4927,,,4927.0,4927.0
4936,,,4936.0,4936.0
4942,,,4942.0,4942.0
4945,,,4945.0,4945.0
4957,,,4957.0,4957.0
4963,,,4963.0,4963.0
4652,0.7,4.0,0.7,4652.0
4642,,,4642.0,4642.0
4543,1.9,17.0,1.9,4543.0
4579,,,4579.0,4579.0
4654,1.0,12.0,1.0,4654.0
4660,0.9,5.0,0.9,4660.0
4669,,,4669.0,4669.0
4758,,,4758.0,4758.0
4765,2.8,13.0,2.8,4765.0
4848,1.9,6.0,1.9,4848.0
4849,2.4,45.0,2.4,4849.0
4911,,,4911.0,4911.0
4947,,,4947.0,4947.0
4961,,,4961.0,4961.0
4008,,,4008.0,4008.0
4022,,,4022.0,4022.0
4048,1.2,16.0,1.2,4048.0
4220,0.7,10.0,0.7,4220.0
4240,0.3,43.0,0.3,4240.0
4250,,,4250.0,4250.0
4259,,,4259.0,4259.0
4260,,,4260.0,4260.0
4261,,,4261.0,4261.0
4274,,,4274.0,4274.0
4363,,,4363.0,4363.0
4003,,,4003.0,4003.0
4015,,,4015.0,4015.0
4019,,,4019.0,4019.0
4029,,,4029.0,4029.0
4030,,,4030.0,4030.0
4091,1.0,4.0,1.0,4091.0
4038,0.4,35.0,0.4,4038.0
4064,1.0,46.0,1.0,4064.0
4068,,,4068.0,4068.0
4069,0.4,4.0,0.4,4069.0
4093,,,4093.0,4093.0
4779,,,4779.0,4779.0
4364,,,4364.0,4364.0
4426,,,4426.0,4426.0
4413,,,4413.0,4413.0
4435,,,4435.0,4435.0
4412,0.4,19.0,0.4,4412.0
4449,,,4449.0,4449.0
4459,,,4459.0,4459.0
4544,,,4544.0,4544.0
4573,,,4573.0,4573.0
4623,0.7,3.0,0.7,4623.0
4625,23.3,7.0,7.0,4625.0
4629,,,4629.0,4629.0
4634,0.9,7.0,0.9,4634.0
4648,3.3,10.0,3.3,4648.0
4653,,,4653.0,4653.0
4674,,,4674.0,4674.0
4733,,,4733.0,4733.0
4736,0.1,4.0,0.1,4736.0
4745,,,4745.0,4745.0
4764,,,4764.0,4764.0
4772,,,4772.0,4772.0
4774,,,4774.0,4774.0
4785,,,4785.0,4785.0
4787,,,4787.0,4787.0
4851,,,4851.0,4851.0
4854,,,4854.0,4854.0
4862,0.9,17.0,0.9,4862.0
4863,,,4863.0,4863.0
4786,0.9,8.0,0.9,4786.0
4768,,,4768.0,4768.0
4780,,,4780.0,4780.0
4781,0.9,2.0,0.9,4781.0
4694,,,4694.0,4694.0
4756,,,4756.0,4756.0
4852,,,4852.0,4852.0
4861,,,4861.0,4861.0
4917,0.9,10.0,0.9,4917.0
4921,,,4921.0,4921.0
4950,,,4950.0,4950.0
4971,1.3,12.0,1.3,4971.0
4969,,,4969.0,4969.0
4979,,,4979.0,4979.0
4983,1.0,7.0,1.0,4983.0
4986,,,4986.0,4986.0
4987,,,4987.0,4987.0
4024,,,4024.0,4024.0
4032,1.8,78.0,1.8,4032.0
4040,,,4040.0,4040.0
4005,0.8,95.0,0.8,4005.0
4009,,,4009.0,4009.0
4020,,,4020.0,4020.0
4039,,,4039.0,4039.0
4049,,,4049.0,4049.0
4066,,,4066.0,4066.0
4076,0.4,6.0,0.4,4076.0
4079,,,4079.0,4079.0
4084,0.2,8.0,0.2,4084.0
4088,,,4088.0,4088.0
4096,,,4096.0,4096.0
4097,,,4097.0,4097.0
4101,5.3,522.0,5.3,4101.0
4216,,,4216.0,4216.0
4217,0.7,10.0,0.7,4217.0
4859,,,4859.0,4859.0
4228,,,4228.0,4228.0
4284,,,4284.0,4284.0
4105,1.2,68.0,1.2,4105.0
4110,2.9,21.0,2.9,4110.0
4222,,,4222.0,4222.0
4252,1.1,25.0,1.1,4252.0
4441,,,4441.0,4441.0
4294,0.3,4.0,0.3,4294.0
4457,,,4457.0,4457.0
4410,,,4410.0,4410.0
4419,0.6,9.0,0.6,4419.0
4427,,,4427.0,4427.0
4460,,,4460.0,4460.0
4922,,,4922.0,4922.0
4930,,,4930.0,4930.0
4939,,,4939.0,4939.0
4941,1.4,10.0,1.4,4941.0
4958,,,4958.0,4958.0
4966,,,4966.0,4966.0
4967,,,4967.0,4967.0
4970,,,4970.0,4970.0
4978,,,4978.0,4978.0
4981,,,4981.0,4981.0
4347,,,4347.0,4347.0
4351,,,4351.0,4351.0
4357,0.4,7.0,0.4,4357.0
4342,0.3,3.0,0.3,4342.0
4406,,,4406.0,4406.0
4021,,,4021.0,4021.0
4254,,,4254.0,4254.0
4346,,,4346.0,4346.0
4001,0.6,8.0,0.6,4001.0
4411,,,4411.0,4411.0
4239,,,4239.0,4239.0
4490,,,4490.0,4490.0
4747,0.6,3.0,0.6,4747.0
4027,1.4,44.0,1.4,4027.0
4087,,,4087.0,4087.0
4769,,,4769.0,4769.0
4236,,,4236.0,4236.0
4238,,,4238.0,4238.0
4253,,,4253.0,4253.0
4219,0.4,3.0,0.4,4219.0
4255,0.9,3.0,0.9,4255.0
4270,0.9,28.0,0.9,4270.0
4285,,,4285.0,4285.0
4330,0.3,32.0,0.3,4330.0
4401,1.1,233.0,1.1,4401.0
4417,,,4417.0,4417.0
4438,,,4438.0,4438.0
4471,,,4471.0,4471.0
4476,,,4476.0,4476.0
4479,,,4479.0,4479.0
4538,0.9,7.0,0.9,4538.0
4548,,,4548.0,4548.0
4553,,,4553.0,4553.0
4558,,,4558.0,4558.0
4574,,,4574.0,4574.0
4607,3.9,19.0,3.9,4607.0
4630,,,4630.0,4630.0
4646,6.8,4.0,4.0,4646.0
4658,,,4658.0,4658.0
4668,0.5,3.0,0.5,4668.0
4683,,,4683.0,4683.0
4691,,,4691.0,4691.0
4732,,,4732.0,4732.0
4739,,,4739.0,4739.0
4742,,,4742.0,4742.0
4973,0.6,4.0,0.6,4973.0
4071,0.9,25.0,0.9,4071.0
4237,,,4237.0,4237.0
4348,,,4348.0,4348.0
4472,,,4472.0,4472.0
4474,,,4474.0,4474.0
4461,,,4461.0,4461.0
4619,,,4619.0,4619.0
4685,1.8,4.0,1.8,4685.0
4932,,,4932.0,4932.0
4497,,,4497.0,4497.0
4541,,,4541.0,4541.0
4551,0.5,2.0,0.5,4551.0
4554,,,4554.0,4554.0
4609,0.5,15.0,0.5,4609.0
4611,,,4611.0,4611.0
4622,0.4,2.0,0.4,4622.0
4643,0.5,2.0,0.5,4643.0
4645,11.8,2.0,2.0,4645.0
4655,,,4655.0,4655.0
4675,,,4675.0,4675.0
4677,1.5,2.0,1.5,4677.0
4680,1.0,5.0,1.0,4680.0
4735,,,4735.0,4735.0
4740,,,4740.0,4740.0
4746,,,4746.0,4746.0
4757,,,4757.0,4757.0
4777,,,4777.0,4777.0
4783,,,4783.0,4783.0
4858,,,4858.0,4858.0
4952,0.3,3.0,0.3,4952.0
4605,0.4,29.0,0.4,4605.0
4671,,,4671.0,4671.0
4944,,,4944.0,4944.0
4057,,,4057.0,4057.0
4109,24.3,9.0,9.0,4109.0
4415,,,4415.0,4415.0
4975,,,4975.0,4975.0
4469,1.1,9.0,1.1,4469.0
4006,,,4006.0,4006.0
4918,,,4918.0,4918.0
4686,,,4686.0,4686.0
4063,,,4063.0,4063.0
4940,,,4940.0,4940.0
4481,,,4481.0,4481.0
4454,,,4454.0,4454.0
4234,,,4234.0,4234.0
4926,,,4926.0,4926.0
4227,,,4227.0,4227.0
4485,,,4485.0,4485.0
4491,,,4491.0,4491.0
4644,,,4644.0,4644.0
4359,,,4359.0,4359.0
4343,,,4343.0,4343.0
4571,8.0,26.0,8.0,4571.0
4575,,,4575.0,4575.0
4570,,,4570.0,4570.0
4267,,,4267.0,4267.0
4286,,,4286.0,4286.0
4256,1.1,15.0,1.1,4256.0
4041,,,4041.0,4041.0
4085,,,4085.0,4085.0
4276,,,4276.0,4276.0
4280,,,4280.0,4280.0
4282,,,4282.0,4282.0
4290,,,4290.0,4290.0
4345,0.1,5.0,0.1,4345.0
4360,,,4360.0,4360.0
4414,1.3,5.0,1.3,4414.0
4422,0.5,3.0,0.5,4422.0
4443,,,4443.0,4443.0
4453,,,4453.0,4453.0
4464,,,4464.0,4464.0
4473,1.0,39.0,1.0,4473.0
4478,,,4478.0,4478.0
4493,,,4493.0,4493.0
4535,4.9,18.0,4.9,4535.0
4539,,,4539.0,4539.0
4563,0.6,4.0,0.6,4563.0
4568,,,4568.0,4568.0
4578,,,4578.0,4578.0
4650,,,4650.0,4650.0
4662,2.4,5.0,2.4,4662.0
4666,,,4666.0,4666.0
4667,,,4667.0,4667.0
4679,1.7,15.0,1.7,4679.0
4684,,,4684.0,4684.0
4056,,,4056.0,4056.0
4495,,,4495.0,4495.0
4910,,,4910.0,4910.0
4951,,,4951.0,4951.0
4090,0.4,16.0,0.4,4090.0
4289,,,4289.0,4289.0
4429,,,4429.0,4429.0
4627,0.9,6.0,0.9,4627.0
4673,,,4673.0,4673.0
4271,,,4271.0,4271.0
4489,,,4489.0,4489.0
4637,,,4637.0,4637.0
4492,,,4492.0,4492.0
4741,,,4741.0,4741.0
4933,,,4933.0,4933.0
4761,,,4761.0,4761.0
4992,16.9,43.0,16.9,4992.0
906,,,906.0,906.0
4257,,,4257.0,4257.0
968,0.4,6.0,0.4,968.0
982,5.1,250.0,5.1,982.0
783,1.2,89.0,1.2,783.0
735,0.6,20.0,0.6,735.0
723,,,723.0,723.0
739,1.4,159.0,1.4,739.0
757,0.2,13.0,0.2,757.0
911,8.3,284.0,8.3,911.0
952,0.9,24.0,0.9,952.0
961,4.3,451.0,4.3,961.0
617,0.6,31.0,0.6,617.0
637,0.4,23.0,0.4,637.0
641,,,641.0,641.0
650,0.2,8.0,0.2,650.0
669,0.2,14.0,0.2,669.0
703,2.4,177.0,2.4,703.0
715,2.6,19.0,2.6,715.0
717,1.2,49.0,1.2,717.0
767,,,767.0,767.0
603,0.5,61.0,0.5,603.0
622,,,622.0,622.0
647,,,647.0,647.0
664,,,664.0,664.0
667,0.5,23.0,0.5,667.0
690,,,690.0,690.0
698,2.2,189.0,2.2,698.0
728,,,728.0,728.0
729,2.0,306.0,2.0,729.0
751,0.8,46.0,0.8,751.0
769,,,769.0,769.0
795,1.3,178.0,1.3,795.0
925,20.4,499.0,20.4,925.0
979,3.2,235.0,3.2,979.0
983,1.6,216.0,1.6,983.0
624,,,624.0,624.0
656,,,656.0,656.0
660,2.4,113.0,2.4,660.0
662,0.6,65.0,0.6,662.0
674,0.4,40.0,0.4,674.0
683,0.4,29.0,0.4,683.0
718,0.3,22.0,0.3,718.0
921,6.5,761.0,6.5,921.0
772,8.2,416.0,8.2,772.0
913,18.3,283.0,18.3,913.0
923,11.5,818.0,11.5,923.0
949,3.0,784.0,3.0,949.0
969,2.3,427.0,2.3,969.0
985,2.2,246.0,2.2,985.0
602,0.3,30.0,0.3,602.0
676,0.2,18.0,0.2,676.0
682,1.4,107.0,1.4,682.0
704,,,704.0,704.0
707,1.3,28.0,1.3,707.0
765,,,765.0,765.0
730,0.9,69.0,0.9,730.0
738,1.2,113.0,1.2,738.0
754,2.1,232.0,2.1,754.0
782,1.2,50.0,1.2,782.0
791,0.1,19.0,0.1,791.0
794,0.8,49.0,0.8,794.0
907,9.2,709.0,9.2,907.0
909,20.5,421.0,20.5,909.0
912,10.1,256.0,10.1,912.0
918,5.0,304.0,5.0,918.0
927,2.1,107.0,2.1,927.0
953,1.2,315.0,1.2,953.0
956,4.3,1012.0,4.3,1012.0
957,4.8,625.0,4.8,957.0
612,0.9,144.0,0.9,612.0
692,2.1,190.0,2.1,692.0
623,0.1,10.0,0.1,623.0
652,,,652.0,652.0
677,,,677.0,677.0
678,,,678.0,678.0
685,0.4,35.0,0.4,685.0
688,0.3,9.0,0.3,688.0
705,0.2,11.0,0.2,705.0
720,1.0,42.0,1.0,720.0
745,1.5,244.0,1.5,745.0
771,,,771.0,771.0
915,19.6,1789.0,19.6,1789.0
917,11.2,730.0,11.2,917.0
920,3.9,258.0,3.9,920.0
966,1.6,105.0,1.6,966.0
987,2.2,484.0,2.2,987.0
601,,,601.0,601.0
616,,,616.0,616.0
627,0.1,12.0,0.1,627.0
638,0.3,11.0,0.3,638.0
670,,1.0,1.0,670.0
687,0.8,71.0,0.8,687.0
693,1.4,199.0,1.4,693.0
714,1.3,47.0,1.3,714.0
716,0.2,13.0,0.2,716.0
719,0.5,36.0,0.5,719.0
725,1.9,499.0,1.9,725.0
731,,,731.0,731.0
736,0.7,100.0,0.7,736.0
740,,,740.0,740.0
780,0.8,33.0,0.8,780.0
924,5.9,941.0,5.9,941.0
926,2.5,956.0,2.5,956.0
934,,,934.0,934.0
959,4.5,870.0,4.5,959.0
976,1.5,330.0,1.5,976.0
606,,,606.0,606.0
610,0.2,20.0,0.2,610.0
646,0.4,46.0,0.4,646.0
773,1.2,63.0,1.2,773.0
775,,,775.0,775.0
653,,1.0,1.0,653.0
766,0.1,9.0,0.1,766.0
777,,,777.0,777.0
901,6.1,131.0,6.1,901.0
950,,,950.0,950.0
727,0.8,169.0,0.8,727.0
786,,,786.0,786.0
694,,,694.0,694.0
741,,,741.0,741.0
971,1.8,181.0,1.8,971.0
680,1.2,145.0,1.2,680.0
778,0.8,141.0,0.8,778.0
962,8.5,476.0,8.5,962.0
631,,,631.0,631.0
965,10.7,242.0,10.7,965.0
659,0.2,23.0,0.2,659.0
784,0.4,37.0,0.4,784.0
936,,,936.0,936.0
960,,,960.0,960.0
951,,,951.0,951.0
5154,,,5154.0,5154.0
5161,2.4,6.0,2.4,5161.0
5201,0.5,31.0,0.5,5201.0
5252,,,5252.0,5252.0
5253,,,5253.0,5253.0
5257,,,5257.0,5257.0
5343,,,5343.0,5343.0
5443,1.4,53.0,1.4,5443.0
5478,1.1,83.0,1.1,5478.0
5669,1.9,6.0,1.9,5669.0
5675,,,5675.0,5675.0
5679,0.1,1.0,0.1,5679.0
5733,0.6,18.0,0.6,5733.0
5760,,,5760.0,5760.0
5761,,,5761.0,5761.0
5765,1.0,9.0,1.0,5765.0
5774,,,5774.0,5774.0
5819,,,5819.0,5819.0
5822,,,5822.0,5822.0
5828,,,5828.0,5828.0
5845,,,5845.0,5845.0
5855,,,5855.0,5855.0
5858,,,5858.0,5858.0
5859,,,5859.0,5859.0
5866,0.6,2.0,0.6,5866.0
5905,0.3,1.0,0.3,5905.0
5001,1.6,79.0,1.6,5001.0
5034,,,5034.0,5034.0
5061,,,5061.0,5061.0
5065,0.6,3.0,0.6,5065.0
5071,,,5071.0,5071.0
5081,,,5081.0,5081.0
5083,,,5083.0,5083.0
5086,2.2,8.0,2.2,5086.0
5149,1.4,14.0,1.4,5149.0
5301,0.9,75.0,0.9,5301.0
5342,0.7,2.0,0.7,5342.0
5353,,,5353.0,5353.0
5354,,,5354.0,5354.0
5045,0.3,3.0,0.3,5045.0
5062,0.9,3.0,0.9,5062.0
5068,,,5068.0,5068.0
5076,,,5076.0,5076.0
5084,,,5084.0,5084.0
5091,0.2,3.0,0.2,5091.0
5492,,,5492.0,5492.0
5640,,,5640.0,5640.0
5753,0.7,36.0,0.7,5753.0
5758,0.7,3.0,0.7,5758.0
5759,0.6,5.0,0.6,5759.0
5839,0.3,1.0,0.3,5839.0
5773,,,5773.0,5773.0
5770,,,5770.0,5770.0
5842,,,5842.0,5842.0
5032,2.0,23.0,2.0,5032.0
5037,,,5037.0,5037.0
5039,,,5039.0,5039.0
5041,,,5041.0,5041.0
5043,,,5043.0,5043.0
5046,0.7,4.0,0.7,5046.0
5056,,,5056.0,5056.0
5060,1.5,36.0,1.5,5060.0
5067,,,5067.0,5067.0
5079,1.7,6.0,1.7,5079.0
5143,0.1,3.0,0.1,5143.0
5156,0.4,15.0,0.4,5156.0
5260,,,5260.0,5260.0
5359,,,5359.0,5359.0
5261,,,5261.0,5261.0
5446,2.9,268.0,2.9,5446.0
5350,,,5350.0,5350.0
5441,1.2,5.0,1.2,5441.0
5459,,,5459.0,5459.0
5468,,,5468.0,5468.0
5476,1.8,23.0,1.8,5476.0
5650,2.3,16.0,2.3,5650.0
5649,,,5649.0,5649.0
5653,,,5653.0,5653.0
5664,,,5664.0,5664.0
5672,1.2,28.0,1.2,5672.0
5673,0.4,6.0,0.4,5673.0
5732,,,5732.0,5732.0
5038,,,5038.0,5038.0
5051,1.0,7.0,1.0,5051.0
5069,,,5069.0,5069.0
5142,0.9,3.0,0.9,5142.0
5250,0.2,4.0,0.2,5250.0
5251,1.8,13.0,1.8,5251.0
5262,,,5262.0,5262.0
5340,,,5340.0,5340.0
5345,0.8,9.0,0.8,5345.0
5452,1.9,225.0,1.9,5452.0
5362,,,5362.0,5362.0
5403,1.0,99.0,1.0,5403.0
5448,,,5448.0,5448.0
5477,0.3,9.0,0.3,5477.0
5483,,,5483.0,5483.0
5495,0.9,46.0,0.9,5495.0
5462,1.1,12.0,1.1,5462.0
5655,,,5655.0,5655.0
5442,,,5442.0,5442.0
5450,,,5450.0,5450.0
5463,,,5463.0,5463.0
5656,,,5656.0,5656.0
5681,,,5681.0,5681.0
5735,0.5,11.0,0.5,5735.0
5739,,,5739.0,5739.0
5747,,,5747.0,5747.0
5772,,,5772.0,5772.0
5775,,,5775.0,5775.0
5824,0.5,3.0,0.5,5824.0
5843,,,5843.0,5843.0
5847,,,5847.0,5847.0
5874,,,5874.0,5874.0
5875,,,5875.0,5875.0
5907,,,5907.0,5907.0
5764,,,5764.0,5764.0
5766,,,5766.0,5766.0
5776,1.4,5.0,1.4,5776.0
5777,0.5,9.0,0.5,5777.0
5821,,,5821.0,5821.0
5826,0.9,4.0,0.9,5826.0
5829,,,5829.0,5829.0
5837,,,5837.0,5837.0
5868,,,5868.0,5868.0
5903,,,5903.0,5903.0
5763,,,5763.0,5763.0
5904,,,5904.0,5904.0
5906,,,5906.0,5906.0
5663,,,5663.0,5663.0
5682,0.5,3.0,0.5,5682.0
5762,,,5762.0,5762.0
5648,2.5,5.0,2.5,5648.0
5674,1.0,9.0,1.0,5674.0
5701,2.5,243.0,2.5,5701.0
5641,1.6,135.0,1.6,5641.0
5734,,,5734.0,5734.0
5744,,,5744.0,5744.0
5769,,,5769.0,5769.0
5830,0.2,2.0,0.2,5830.0
5832,,,5832.0,5832.0
5836,,,5836.0,5836.0
5851,,,5851.0,5851.0
5853,,,5853.0,5853.0
5860,,,5860.0,5860.0
5871,,,5871.0,5871.0
5033,0.8,10.0,0.8,5033.0
5035,,,5035.0,5035.0
5036,,,5036.0,5036.0
5040,2.7,8.0,2.7,5040.0
5048,,,5048.0,5048.0
5055,,,5055.0,5055.0
5075,,,5075.0,5075.0
5148,,,5148.0,5148.0
